nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Lombard,Noël,66,158.3,62.2,H,oui,doctorat,Normandie,non,non,3147,743.1296208656157
Gay,Maryse,65,159.6,66.0,H,non,master,Normandie,non,oui,2547,19826.536701427573
Potier,Brigitte,55,158.1,70.1,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,792,24712.02891187723
Delattre,Margaux,53,170.1,53.3,H,oui,master,Occitanie,non,oui,1572,21628.703950709678
Meunier,Étienne,57,167.0,57.9,H,non,doctorat,Bretagne,oui,oui,2430,13507.90163083794
Benard,René,64,165.6,65.5,H,oui,doctorat,Occitanie,non,oui,2609,32049.275707780827
Legros,Michèle,41,166.7,62.0,H,non,master,Occitanie,non,oui,3445,22296.881530082752
Muller,Amélie,46,174.0,73.3,H,oui,doctorat,Bretagne,non,oui,3431,29336.150850364487
Collet,Aurore,40,163.6,74.9,F,oui,aucun,Corse,non,non,1919,500.0
Hamel,Roger,60,171.5,55.7,F,non,bac+2,Normandie,non,oui,1223,15993.609290024411
Cohen,Patricia,50,160.9,58.9,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,3725,19431.185967481444
Jacob,Sylvie,50,169.5,56.9,F,oui,doctorat,Occitanie,non,oui,1759,25021.38021732886
Gonzalez,Honoré,68,164.5,51.3,H,non,master,Corse,non,oui,882,5754.268021618922
Chartier,Henri,63,174.4,71.5,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,1082,500.0
Renaud,Éléonore,63,164.0,68.8,H,oui,doctorat,Normandie,non,oui,1117,27418.207919334793
Hebert,Henri,75,157.9,55.7,H,oui,master,Occitanie,oui,oui,1994,16790.95952963383
Legros,Anastasie,56,162.6,76.1,H,oui,bac+2,Occitanie,non,oui,3245,22774.757848008525
Delaunay,Anastasie,70,168.3,60.3,H,non,master,Normandie,non,oui,2385,27954.441944739156
Imbert,Thierry,45,171.3,78.6,F,oui,master,Normandie,non,non,4576,500.0
Cordier,Olivie,44,173.5,77.3,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,500,27091.657715971225
Leroy,Denise,41,164.3,70.7,F,non,master,Bretagne,non,oui,2734,20430.011863412343
Valentin,Yves,44,172.7,56.2,F,non,master,Auvergne-Rhône-Alpes,non,oui,1829,25820.15907532872
Charpentier,Dominique,72,157.2,58.7,H,oui,bac+2,Hauts-de-France,non,oui,2125,20204.32299624111
Parent,Inès,46,167.3,74.1,F,oui,doctorat,Hauts-de-France,non,oui,2800,24400.47231408376
Bouchet,Tristan,72,155.1,55.6,H,oui,bac+2,Bretagne,oui,oui,3470,20141.46400782751
Colas,Luce,47,157.0,60.9,F,oui,doctorat,Corse,non,oui,1776,17303.533472598803
Perrier,Laetitia,37,162.0,55.4,H,oui,doctorat,Normandie,non,non,2502,1794.0465250179948
Hubert,Xavier,60,167.9,63.9,H,oui,doctorat,Corse,oui,oui,500,3165.652374410441
Guibert,Véronique,39,174.1,56.4,F,oui,master,Occitanie,non,oui,2284,14211.280154040713
Dijoux,Roland,41,165.3,72.1,H,oui,doctorat,Occitanie,non,oui,3404,33001.11550812953
Humbert,Jeanne,71,162.6,63.9,H,oui,bac+2,Occitanie,non,oui,2619,24945.53240830225
Mahe,André,42,156.8,68.3,H,oui,doctorat,Normandie,oui,non,1539,500.0
Mace,Théodore,47,165.9,66.0,H,non,bac+2,Normandie,non,oui,1901,2707.3515250179926
Pichon,François,40,156.5,70.9,H,non,aucun,Normandie,non,non,1087,500.0
Gérard,Denise,53,164.4,71.6,H,oui,master,Corse,non,oui,3062,25065.049754110663
Huet,Agnès,41,165.6,61.9,H,non,doctorat,Normandie,non,oui,3682,28913.439033118826
Klein,Émilie,56,173.8,70.2,H,oui,doctorat,Normandie,non,oui,596,21715.056771110998
Giraud,Valentine,69,156.5,63.8,H,oui,master,Bretagne,oui,oui,3719,25315.19427475893
Julien,Lucas,71,163.4,63.2,H,oui,master,Occitanie,non,oui,2015,24356.18322511389
Brunet,Valentine,36,167.7,73.2,H,oui,master,Corse,non,oui,2605,17236.34720445971
Da Silva,Claudine,69,158.7,60.4,F,oui,master,Normandie,non,oui,1971,21253.117626224244
Dos Santos,Célina,73,162.0,64.1,H,oui,doctorat,Hauts-de-France,non,non,1616,13002.441138677257
Gay,Honoré,74,157.9,51.0,H,oui,bac,Occitanie,non,oui,2126,13785.500415474084
Lévêque,Édouard,65,164.4,78.6,F,oui,master,Hauts-de-France,non,oui,3453,22221.286836692863
Lopez,Martine,41,167.9,74.8,H,oui,doctorat,Bretagne,non,oui,4118,40000.0
Bouvier,Élisabeth,40,157.1,65.1,H,oui,master,Normandie,non,oui,3387,27611.22782820853
Gomes,Rémy,54,171.7,52.2,H,oui,bac+2,Occitanie,non,oui,4515,37551.179017617134
Pages,Michel,42,168.8,66.0,H,oui,master,Occitanie,oui,oui,669,500.0
Techer,Franck,61,167.4,76.7,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,1115,500.0
Rivière,Tristan,73,164.9,74.7,H,oui,doctorat,Occitanie,non,non,1458,8923.56868159981
Étienne,Jules,59,156.2,51.5,H,oui,doctorat,Normandie,non,oui,2243,30001.528458056826
Lemoine,Lucie,38,162.6,60.1,H,oui,bac+2,Occitanie,non,oui,3666,24559.805205748547
Durand,René,59,156.0,56.6,H,oui,master,Occitanie,non,oui,3547,35391.78377219382
Vincent,Arthur,50,160.5,66.4,F,non,master,Bretagne,non,oui,2069,22807.71617698576
Moreno,Colette,44,162.1,73.7,H,non,doctorat,Occitanie,non,non,1030,500.0
Perez,Christophe,53,165.2,53.8,H,oui,master,Bretagne,non,non,1731,500.0
Chartier,Alexandria,52,160.3,61.3,H,oui,bac+2,Occitanie,non,oui,4280,33401.016595758716
Le Gall,Olivie,59,165.0,60.3,H,oui,doctorat,Occitanie,non,oui,1825,29289.75349862605
Fournier,Inès,39,155.4,73.2,H,oui,doctorat,Occitanie,non,non,785,5865.934409469138
Pires,Laure,42,158.4,51.3,F,oui,bac+2,Hauts-de-France,non,oui,3927,28124.294424282954
Mendès,Océane,59,171.3,64.8,H,non,doctorat,Bretagne,oui,oui,3300,10172.116221557339
Garcia,Émile,38,159.1,72.1,H,non,master,Normandie,non,oui,1252,15563.337365978163
Garnier,Christelle,41,173.1,53.1,F,oui,bac+2,Bretagne,non,oui,3481,17745.33031526187
Renard,Christophe,45,174.7,75.8,H,oui,master,Occitanie,non,oui,2975,40000.0
Turpin,Alix,58,169.4,55.7,H,oui,doctorat,Occitanie,non,oui,2703,32471.377331019045
Maillet,Sophie,75,163.8,52.1,H,oui,bac+2,Occitanie,non,non,4236,9675.86620912686
Delaunay,Michelle,41,162.7,59.9,H,oui,doctorat,Bretagne,oui,oui,1706,24147.415702025522
Bonnet,Victoire,71,166.9,76.2,H,oui,doctorat,Bretagne,oui,non,2345,500.0
Lefebvre,Thomas,59,158.2,70.9,H,oui,doctorat,Bretagne,non,non,1889,5445.734764112868
Techer,Jacques,69,157.1,69.9,H,non,doctorat,Normandie,non,oui,1422,28616.395865503793
Descamps,Louise,73,173.7,50.6,H,non,doctorat,Normandie,non,non,1735,1719.690300891553
Alexandre,Michèle,71,163.8,50.6,H,oui,doctorat,Occitanie,non,non,2782,19845.920436887816
Chevallier,Hugues,55,161.4,54.0,H,oui,aucun,Normandie,non,oui,500,4777.266675788495
Guillaume,Henri,53,162.5,70.2,H,oui,master,Occitanie,non,oui,2695,31219.598106229998
Raynaud,Andrée,46,166.8,56.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,4294,40000.0
Lebon,Lucie,56,160.7,54.9,H,oui,doctorat,Occitanie,non,oui,1536,28708.588984424958
Muller,Henri,50,165.4,66.9,H,oui,bac+2,Corse,non,non,1621,500.0
Potier,Diane,37,173.9,55.9,H,non,doctorat,Occitanie,non,oui,3822,32208.050954621758
Poirier,Hélène,47,166.2,57.7,H,oui,doctorat,Occitanie,non,oui,3090,32413.767025569014
Pascal,Jacqueline,53,160.3,51.2,H,oui,bac+2,Bretagne,oui,oui,3787,24857.544610821013
Schneider,Noël,64,156.0,56.6,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,1475,4250.0510949010495
Leconte,Valentine,62,169.1,73.5,H,oui,bac,Occitanie,non,oui,4722,29326.410218378613
Dupont,Marthe,47,162.8,54.8,F,oui,doctorat,Normandie,non,oui,1998,33867.64969845113
Toussaint,Hélène,75,163.0,67.4,H,oui,aucun,Normandie,non,oui,500,4311.410251172044
Bonnet,Édith,48,165.2,50.7,F,oui,master,Occitanie,non,oui,2607,28211.635014267144
Paul,Noémi,59,161.3,74.6,H,non,doctorat,Occitanie,non,oui,500,28757.547320427904
Potier,Théophile,54,160.7,58.9,F,oui,doctorat,Occitanie,non,oui,4953,40000.0
Chevallier,Dominique,73,162.7,75.1,H,oui,bac+2,Hauts-de-France,oui,oui,2423,15457.848492274225
Vasseur,Rémy,75,162.9,75.4,H,oui,bac,Occitanie,non,oui,3079,19782.5589223975
Techer,Patricia,50,163.5,66.6,F,oui,master,Normandie,non,non,3411,2292.215277838984
Jacques,Rémy,51,165.6,74.3,F,oui,bac+2,Hauts-de-France,oui,oui,1492,500.0
Laine,Joséphine,62,170.6,56.5,F,oui,master,Normandie,non,oui,3571,29278.572004822072
Lefort,Pauline,71,161.9,55.2,H,oui,doctorat,Occitanie,non,oui,3270,38452.30088806921
Benoit,Cécile,51,155.1,63.5,F,oui,doctorat,Bretagne,oui,non,3399,1212.925625780909
Noël,Margaud,48,158.8,75.8,H,oui,master,Bretagne,non,oui,500,29635.973941214303
Diallo,Cécile,36,160.2,56.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2242,30429.125887878014
Fouquet,Adrien,46,159.3,58.2,H,non,bac,Auvergne-Rhône-Alpes,non,oui,500,14174.314255801733
Foucher,Lucie,61,158.4,71.6,H,oui,master,Bretagne,oui,oui,2241,25972.82343970142
Mary,Maggie,72,169.3,72.1,H,oui,doctorat,Corse,non,non,4350,7046.830101740132
Laurent,Inès,38,157.8,79.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1900,33356.352060913036
Blanchet,Hélène,70,158.7,53.8,H,oui,bac+2,Corse,oui,non,3151,500.0
Maillet,Élodie,60,157.8,72.4,H,oui,bac+2,Occitanie,non,oui,4291,38768.256160318895
Carre,Constance,65,169.9,68.1,H,non,master,Auvergne-Rhône-Alpes,non,oui,2307,23736.038593450055
Gautier,Roger,72,168.7,50.6,F,oui,master,Bretagne,non,oui,3737,33168.154509896136
Charpentier,Adrienne,38,155.2,51.0,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,809,18326.592388129353
Marques,Corinne,45,172.0,70.5,H,oui,bac+2,Occitanie,non,non,3570,12190.120563507362
Pasquier,Henriette,74,170.8,59.2,H,non,bac+2,Bretagne,non,non,1164,500.0
Lenoir,Luc,71,155.7,78.0,H,oui,doctorat,Occitanie,oui,oui,1585,20192.46200690464
Clément,Odette,46,164.8,73.1,H,non,master,Normandie,oui,oui,2140,15877.17827130497
Langlois,Victoire,36,159.4,58.1,H,oui,master,Bretagne,non,oui,2899,34831.05416806432
Dupuis,Rémy,59,173.5,54.4,H,oui,doctorat,Normandie,non,oui,900,31785.294300227615
Allain,Véronique,66,174.4,78.4,H,oui,master,Occitanie,non,oui,2203,23255.59971548521
Grenier,Océane,57,167.7,72.8,F,oui,doctorat,Corse,non,non,2899,500.0
Foucher,Caroline,60,174.7,55.4,H,oui,doctorat,Normandie,non,oui,1643,36494.17019220114
Allard,Henriette,57,158.5,62.6,F,oui,bac,Bretagne,oui,oui,3914,9774.301421182272
Sauvage,Yves,66,170.9,63.9,H,oui,master,Occitanie,non,oui,2698,29035.50480115146
Fournier,Sylvie,50,163.0,68.5,H,non,bac,Occitanie,oui,oui,2515,2843.4261544573947
Charles,Simone,49,162.3,61.8,H,non,doctorat,Occitanie,non,oui,2947,23342.227410035066
Thomas,Gérard,59,165.8,73.1,H,oui,doctorat,Occitanie,non,oui,2699,32726.949406890515
Neveu,Frédérique,44,156.8,56.3,H,oui,bac,Bretagne,non,oui,2015,21123.183409128203
Potier,René,44,160.1,65.5,H,oui,master,Corse,non,oui,2502,20241.408670809804
Jacquet,Hugues,59,155.3,57.9,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,5752,40000.0
Bernard,Alexandre,39,173.5,69.4,H,oui,aucun,Occitanie,non,oui,3123,24199.28597416127
Merle,Bernadette,74,163.3,77.9,H,non,master,Corse,non,non,1742,500.0
Garnier,Louise,70,157.6,70.3,H,oui,doctorat,Corse,non,non,3219,3432.3425958374505
Becker,Thomas,40,166.2,73.7,H,oui,master,Occitanie,non,oui,3375,35871.241542123826
Lebrun,Diane,69,174.7,66.0,H,non,aucun,Normandie,non,non,4170,500.0
Bonnet,Alain,53,157.3,74.8,H,oui,bac+2,Bretagne,non,non,3472,9980.451486585647
Rémy,Marc,43,174.1,70.9,H,oui,bac,Occitanie,non,non,1630,500.0
Gilles,René,62,166.9,63.8,F,non,master,Normandie,non,non,811,500.0
Bouchet,Éric,61,167.7,72.5,F,oui,master,Auvergne-Rhône-Alpes,non,oui,942,23636.844171681296
Meunier,Frédéric,54,168.6,56.0,H,oui,bac+2,Normandie,oui,non,4261,500.0
Hoareau,Honoré,48,164.5,66.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2463,28315.993962531342
Mercier,Marianne,74,170.4,69.8,H,oui,bac+2,Occitanie,oui,oui,3569,25571.804970943456
Lejeune,Manon,43,158.3,79.9,H,non,bac+2,Occitanie,non,oui,2254,14479.216156529978
Lemonnier,Augustin,57,157.4,50.4,F,oui,bac+2,Normandie,non,oui,2151,16751.23321273722
Mary,Lucas,68,169.6,74.3,H,non,master,Occitanie,non,non,3032,500.0
Gosselin,Auguste,75,172.2,79.7,H,oui,master,Occitanie,non,oui,3748,22422.702521965628
Bailly,Pauline,41,157.3,62.2,H,oui,master,Occitanie,non,oui,1277,24210.950886173396
Berthelot,Sylvie,44,172.0,61.0,H,non,bac+2,Occitanie,non,non,2629,500.0
Maillard,Jacques,39,167.9,79.2,H,oui,bac+2,Hauts-de-France,non,non,5628,4949.533045595494
Le Gall,Émilie,51,156.1,67.2,H,oui,master,Hauts-de-France,non,oui,2430,18946.81525557636
Laine,Stéphane,53,156.6,66.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3853,37508.96770109176
Blanc,Aimée,57,161.6,54.6,H,oui,doctorat,Occitanie,non,non,2588,13172.93808067782
Rodriguez,Louise,57,173.7,74.2,F,oui,bac+2,Occitanie,non,oui,3932,34590.62386523453
Vasseur,David,61,168.9,50.2,H,oui,doctorat,Normandie,non,non,891,7976.166704527164
Marin,Manon,53,173.2,55.2,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2116,9242.26997584724
Leclerc,Constance,57,160.7,65.5,F,non,doctorat,Normandie,non,oui,1499,20269.136552753516
Thomas,Roger,61,167.0,52.7,H,oui,doctorat,Occitanie,non,oui,1684,27420.18812095355
Marion,Henri,47,156.2,61.2,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,3013,8140.664687456114
Bourdon,Franck,73,163.5,67.0,F,oui,master,Occitanie,non,oui,4567,29958.122010143583
Maréchal,Frédérique,52,162.3,78.1,H,oui,bac+2,Occitanie,non,non,2686,3274.3347492771522
Albert,Franck,55,172.8,74.1,H,non,bac+2,Normandie,non,oui,2022,17884.26688224519
Courtois,Bernard,65,158.7,58.9,H,non,doctorat,Occitanie,oui,oui,1961,13853.844643601062
Traore,Nath,43,171.2,71.6,H,oui,master,Corse,oui,non,2781,500.0
Duhamel,Alexandre,71,169.6,53.0,H,non,master,Occitanie,non,oui,3655,28441.318716178965
Bonnin,Agathe,53,171.6,51.2,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3898,40000.0
Benoit,Caroline,67,155.5,61.2,H,oui,master,Occitanie,oui,oui,2729,25797.12853379265
Dupont,Guillaume,37,173.3,61.7,H,oui,bac+2,Occitanie,non,oui,1120,12058.140122454008
Wagner,Lucas,65,171.9,50.0,H,oui,master,Normandie,non,oui,3270,30680.13669902015
Maillot,Claire,43,156.9,68.2,H,oui,doctorat,Normandie,non,oui,2175,25859.878120544116
Lucas,Pierre,45,164.0,78.2,F,non,bac,Occitanie,non,oui,2168,4917.288604682985
Diallo,Virginie,38,155.6,63.0,H,non,master,Hauts-de-France,non,oui,2065,14629.123561596196
Gros,Gilles,47,160.6,76.1,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,4411,33910.25273048649
Michel,Christine,72,165.6,52.8,H,oui,doctorat,Occitanie,non,oui,4258,37033.28555944734
Peron,David,41,163.9,80.0,H,oui,aucun,Normandie,oui,oui,1719,500.0
Dubois,Adèle,45,164.5,70.3,H,oui,doctorat,Occitanie,oui,oui,2108,11959.812366425484
Cordier,Pauline,67,172.5,72.5,H,oui,doctorat,Occitanie,non,oui,1299,28540.099228675797
Pons,Christiane,49,161.6,58.1,F,oui,bac+2,Bretagne,non,non,1473,500.0
Joseph,Émilie,75,165.2,63.2,H,oui,master,Normandie,oui,oui,4965,23980.31167598086
Gilbert,Clémence,50,162.7,57.5,H,oui,bac+2,Occitanie,non,oui,2677,31320.742314158306
Texier,Élodie,66,158.3,60.5,H,non,master,Normandie,non,oui,3532,19830.809066023445
Barre,Renée,67,168.3,57.0,H,oui,master,Normandie,oui,non,3472,3472.170410694014
De Oliveira,Frédéric,42,166.8,67.1,H,oui,master,Occitanie,non,non,5938,25871.218721346282
Boulanger,Maurice,71,164.8,67.0,H,non,doctorat,Corse,non,oui,1417,3413.497666053097
Techer,Louis,67,169.3,53.3,H,non,master,Occitanie,non,oui,1801,19165.90729499485
Royer,Laurence,61,156.3,79.3,H,oui,doctorat,Occitanie,oui,oui,2978,23913.517545820047
Pottier,Gilles,49,174.1,51.8,F,non,bac+2,Hauts-de-France,oui,oui,915,500.0
Antoine,Émilie,42,164.7,74.9,H,oui,doctorat,Occitanie,non,non,2213,628.7937346579298
Lopez,Emmanuelle,72,174.0,69.0,H,non,doctorat,Occitanie,non,oui,3904,35990.68053554237
Dupuy,Claire,58,161.2,77.3,H,oui,doctorat,Bretagne,non,non,513,14647.996263556322
Gonzalez,Richard,39,172.4,66.7,F,oui,doctorat,Occitanie,non,oui,1066,27777.390713496243
Hamon,Gérard,40,155.7,74.5,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,1284,13254.16236256489
Blondel,Océane,51,164.0,59.8,H,oui,bac+2,Bretagne,non,oui,4096,33777.33809184456
Evrard,Matthieu,71,157.5,75.7,H,oui,doctorat,Normandie,non,oui,2355,40000.0
Ollivier,Clémence,39,173.0,78.4,H,oui,master,Occitanie,non,oui,891,33305.196009788204
Gaudin,Charles,60,162.5,60.0,H,oui,doctorat,Occitanie,oui,oui,1917,18733.786602379067
Garnier,Matthieu,47,158.5,68.2,F,oui,master,Corse,non,oui,3835,10340.067198448542
Dos Santos,Margot,72,155.6,69.3,H,oui,bac+2,Occitanie,non,oui,2414,13165.062683643993
Benoit,Martine,72,170.3,72.8,H,oui,bac+2,Normandie,non,oui,2902,30717.40496079901
Jacques,Édouard,47,173.6,60.0,H,non,doctorat,Occitanie,oui,oui,3177,18972.707296128072
Mallet,Céline,36,165.1,50.4,H,non,master,Bretagne,oui,oui,2170,14596.20955229359
Henry,Capucine,40,158.5,50.9,F,oui,doctorat,Normandie,non,non,1951,500.0
Devaux,Cécile,70,173.2,50.2,H,oui,aucun,Corse,non,oui,1673,500.0
Guyot,Céline,63,173.2,76.8,H,oui,bac,Bretagne,non,oui,3061,23266.59593049609
Marchal,Anastasie,60,168.1,70.2,H,oui,doctorat,Normandie,non,non,992,2507.191916820354
Leconte,Paul,66,172.9,58.7,H,oui,bac+2,Occitanie,non,oui,4047,28195.039805431203
Lejeune,Luce,72,166.3,53.0,F,oui,bac+2,Occitanie,oui,oui,2876,5317.369008493284
Lambert,Éléonore,57,170.3,68.6,H,oui,master,Auvergne-Rhône-Alpes,non,oui,718,20449.165036987386
Leroux,Julie,50,159.6,50.0,H,oui,bac+2,Occitanie,oui,non,2290,500.0
Rodrigues,Tristan,67,173.1,62.3,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,4132,29251.9230980175
Lévy,Célina,36,165.5,64.3,H,oui,master,Auvergne-Rhône-Alpes,non,oui,4294,40000.0
Lefèvre,Michelle,63,165.5,59.5,H,oui,master,Occitanie,non,oui,2158,23137.63094561335
Goncalves,Monique,62,160.2,51.1,F,oui,bac+2,Occitanie,non,oui,767,500.0
Dumas,Arnaude,38,158.0,69.6,H,oui,bac+2,Occitanie,non,oui,3033,23516.47846557752
Mahe,Margaux,60,168.6,72.6,F,oui,master,Corse,non,oui,3670,15347.147227872518
Fleury,Honoré,72,173.7,74.2,H,oui,doctorat,Occitanie,non,oui,2510,35785.06134314039
Michel,Monique,73,167.7,59.1,H,oui,master,Normandie,oui,oui,2175,32628.61856840921
Perrot,Guillaume,49,156.1,79.4,H,oui,bac,Normandie,non,oui,832,14303.830088091278
Pons,Luc,71,166.8,66.7,F,oui,master,Occitanie,non,oui,2450,37479.80079691744
Blot,Claire,51,155.6,68.4,H,oui,bac+2,Occitanie,non,non,5090,12203.848476697243
Courtois,Emmanuel,55,169.3,62.5,H,oui,doctorat,Occitanie,non,oui,1563,27102.568812136422
Godard,Jeannine,74,159.4,54.8,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3382,6767.580390604418
Petit,Daniel,64,162.4,75.4,H,oui,bac+2,Occitanie,non,oui,2014,30959.19299738854
Martinez,Susan,71,166.8,71.6,H,oui,master,Occitanie,non,oui,3859,40000.0
Cousin,Sylvie,49,159.8,55.0,F,oui,master,Occitanie,non,oui,2595,21503.313159784604
Hoareau,Philippe,53,174.6,60.1,H,oui,doctorat,Normandie,non,oui,2885,35305.9184784965
Blin,Gabrielle,39,169.1,56.7,H,oui,master,Occitanie,oui,oui,2602,12261.665601644274
Humbert,Mathilde,69,161.4,55.0,H,oui,doctorat,Occitanie,non,oui,500,30123.343123457147
Dubois,Adèle,44,160.3,51.1,F,oui,bac+2,Normandie,oui,oui,2412,14914.773495279473
Pons,Anne,55,156.9,55.2,H,oui,doctorat,Hauts-de-France,non,oui,4767,39266.99727058008
Riou,Catherine,58,157.1,68.4,H,oui,bac+2,Normandie,non,oui,2764,20219.07972819936
Ollivier,Nicole,58,155.4,57.5,H,oui,bac+2,Occitanie,non,oui,2077,24108.654756387812
Dijoux,Margaud,36,172.8,71.6,H,oui,doctorat,Occitanie,non,oui,3951,40000.0
Salmon,Théodore,52,167.0,70.5,H,oui,bac+2,Bretagne,non,oui,2470,27785.7191592481
Payet,Véronique,40,174.9,57.0,H,oui,master,Bretagne,non,oui,1651,29997.575621679764
Marie,Alice,62,155.8,50.4,H,oui,bac+2,Normandie,non,oui,5151,32234.925747653146
Rousset,Aurore,47,157.4,69.5,H,oui,bac+2,Occitanie,non,oui,4483,36911.77464113203
Jourdan,Eugène,62,155.6,64.1,H,oui,doctorat,Occitanie,non,non,4993,22653.137225825634
Ollivier,Monique,38,173.5,61.9,H,non,doctorat,Bretagne,non,oui,4033,31216.484264279254
Bigot,Philippine,53,170.7,65.6,H,oui,bac,Occitanie,non,oui,3184,16683.046984207027
Bouvier,Noémi,67,172.2,61.7,H,oui,master,Bretagne,oui,oui,2154,19844.127914867193
Merle,Suzanne,56,160.6,51.6,H,oui,doctorat,Bretagne,non,non,3017,18252.1856205259
Guillon,Grégoire,71,170.9,62.5,H,oui,master,Occitanie,oui,oui,1620,16220.287069454074
Laroche,Gilbert,46,173.0,75.0,H,oui,doctorat,Bretagne,non,oui,1611,30728.247949386725
Barthelemy,Alexandrie,44,166.1,68.5,H,oui,bac+2,Hauts-de-France,non,oui,500,13307.59298362915
Chrétien,Marcel,48,173.3,53.8,H,oui,bac,Normandie,non,oui,1821,13129.947402388641
Richard,Grégoire,65,163.4,60.3,H,non,master,Occitanie,non,oui,500,17902.432301120658
Pelletier,Suzanne,58,165.4,54.2,H,oui,doctorat,Normandie,oui,oui,2335,23505.29217533524
Mendès,Paulette,39,165.3,57.3,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2002,25431.60906273928
Thomas,Michèle,67,167.5,71.8,H,oui,bac+2,Hauts-de-France,non,oui,4302,28365.593860232304
Bazin,Nicole,70,168.6,64.1,H,oui,doctorat,Occitanie,non,oui,636,33119.24029762101
Mendès,Denise,37,167.8,64.8,H,oui,doctorat,Hauts-de-France,non,oui,815,20411.849617268115
Guyot,Jacques,59,172.0,76.2,H,non,doctorat,Occitanie,non,oui,2257,27541.284908235804
Chartier,Margaux,65,167.6,59.0,H,non,doctorat,Normandie,non,oui,2280,23767.69829767002
Lemoine,Margaret,52,155.4,76.7,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3643,40000.0
Sauvage,Alphonse,60,159.0,57.0,H,oui,master,Occitanie,non,oui,3446,29511.175292021344
Étienne,Christine,45,165.4,55.2,H,non,bac,Occitanie,oui,oui,1203,500.0
Vasseur,Aurore,73,158.2,56.2,H,oui,master,Occitanie,non,oui,1087,28887.116412084004
Rousseau,Susan,45,170.8,55.0,F,oui,master,Corse,non,oui,2594,10690.965093769464
Joseph,Eugène,47,174.5,59.9,H,oui,doctorat,Normandie,oui,oui,2154,14468.974483374592
Brun,Gilbert,51,157.4,67.1,H,non,master,Hauts-de-France,non,oui,2626,11546.722177565176
Perrot,Capucine,40,167.5,59.5,H,oui,doctorat,Occitanie,non,oui,2680,28866.687348999058
Girard,Isaac,50,165.8,52.7,H,oui,master,Normandie,non,oui,3897,36064.616439463316
Payet,Michelle,74,174.3,57.8,H,non,doctorat,Bretagne,non,oui,3610,27410.701570672674
Leclercq,Louis,67,155.4,66.4,F,oui,bac+2,Hauts-de-France,non,oui,3637,18058.523276282347
Da Costa,Valérie,54,158.9,57.9,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3309,32827.446516553544
Teixeira,Suzanne,60,165.3,59.9,F,oui,bac+2,Occitanie,non,oui,2400,20683.29530274297
Blanc,Charlotte,48,171.0,67.4,F,oui,master,Normandie,non,oui,3863,26024.205100187577
Ledoux,François,69,170.5,60.0,H,oui,doctorat,Occitanie,oui,oui,1865,22414.61865877553
Collin,Gabriel,36,165.9,56.4,F,oui,master,Occitanie,non,oui,3433,28267.72664868784
Denis,Honoré,56,164.5,59.5,H,oui,master,Normandie,non,non,3028,3490.795222259069
Dufour,Benoît,49,174.7,50.6,H,non,doctorat,Normandie,non,oui,1874,21441.826406727097
Antoine,Théodore,67,169.0,57.6,H,oui,bac+2,Normandie,non,oui,2375,33177.1371737848
Dos Santos,Benjamin,61,173.7,50.4,H,oui,doctorat,Occitanie,oui,oui,1912,25694.554519656504
Reynaud,Timothée,46,166.8,65.0,H,oui,bac,Occitanie,non,non,3884,11939.254587560716
Martinez,Luce,49,168.4,78.3,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3895,29595.184335397495
Dupuis,Christiane,51,171.5,51.3,H,oui,bac+2,Occitanie,non,non,500,500.0
Bodin,Marie,47,161.2,63.5,H,oui,bac+2,Occitanie,non,oui,1685,14079.37117361676
Poirier,Timothée,71,162.7,63.0,H,oui,doctorat,Occitanie,non,oui,2454,29768.165989552137
Royer,David,38,167.5,74.9,H,oui,doctorat,Occitanie,non,oui,3482,40000.0
Gosselin,Astrid,41,162.2,62.9,H,oui,doctorat,Occitanie,oui,oui,500,13389.828550791213
Collin,Alfred,68,173.5,74.9,H,non,doctorat,Normandie,non,non,977,3504.406500722297
